date,vaccine,isoCode,sourceName,sourceUrl
2021-01-25,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-01-26,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-01-27,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-01-28,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-01-29,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-01-30,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-01-31,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-01,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-02,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-03,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-04,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-05,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-06,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-07,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-08,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-09,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-10,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-11,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-12,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-13,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-14,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-15,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-16,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-17,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-18,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-19,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-20,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-21,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-22,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-23,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-24,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-25,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-26,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-27,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-02-28,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-01,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-02,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-03,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-04,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-05,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-06,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-07,Sputnik V,ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-08,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-09,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-10,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-11,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-12,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-13,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-14,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-15,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-16,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-17,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-18,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-19,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-20,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-21,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-22,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-23,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-24,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-25,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-26,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-27,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-28,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-29,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-30,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-03-31,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-01,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-02,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-03,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-04,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-05,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-06,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-07,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-08,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-09,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-10,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-11,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-12,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-13,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-14,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-15,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-16,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-17,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-18,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-19,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-20,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-21,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-22,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-23,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-24,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-25,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-26,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-27,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-28,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-29,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-04-30,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-01,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-02,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-03,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-04,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-05,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-06,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-07,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-08,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-09,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-10,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-11,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-12,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-13,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-14,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-15,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-16,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-17,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-18,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-19,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-20,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-21,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-22,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-23,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-24,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-25,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-26,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-27,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-28,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-29,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-30,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-05-31,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-01,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-02,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-03,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-04,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-05,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-06,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-07,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-08,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-09,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-10,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-11,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-12,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-13,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-14,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-15,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-16,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-17,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-18,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-19,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-20,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-21,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-22,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-23,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-24,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-25,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-26,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-27,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-28,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-29,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-06-30,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-01,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-02,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-03,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-04,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-05,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-06,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-07,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-08,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-09,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-10,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-11,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-12,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-13,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-14,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-15,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-16,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-17,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-18,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-19,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-20,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-21,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-22,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-23,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-24,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-25,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-26,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-27,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-28,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-29,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-30,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-07-31,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-01,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-02,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-03,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-04,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-05,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-06,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-07,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-08,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-09,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-10,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-11,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-12,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-13,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-14,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-15,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-16,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-17,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-18,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-19,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-20,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-21,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-22,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-23,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-24,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
2021-08-25,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",ARG,Ministry of Health,https://covidstats.com.ar/
