isoCode,date,vaccineName
ARG,2021-05-11,Oxford/AstraZeneca
ARG,2021-05-11,Sinopharm/Beijing
ARG,2021-05-11,Sputnik V
ARG,2021-05-12,Oxford/AstraZeneca
ARG,2021-05-12,Sinopharm/Beijing
ARG,2021-05-12,Sputnik V
ARG,2021-05-13,Oxford/AstraZeneca
ARG,2021-05-13,Sinopharm/Beijing
ARG,2021-05-13,Sputnik V
ARG,2021-05-14,Oxford/AstraZeneca
ARG,2021-05-14,Sinopharm/Beijing
ARG,2021-05-14,Sputnik V
ARG,2021-05-15,Oxford/AstraZeneca
ARG,2021-05-15,Sinopharm/Beijing
ARG,2021-05-15,Sputnik V
ARG,2021-05-16,Oxford/AstraZeneca
ARG,2021-05-16,Sinopharm/Beijing
ARG,2021-05-16,Sputnik V
ARG,2021-05-17,Oxford/AstraZeneca
ARG,2021-05-17,Sinopharm/Beijing
ARG,2021-05-17,Sputnik V
ARG,2021-05-18,Oxford/AstraZeneca
ARG,2021-05-18,Sinopharm/Beijing
ARG,2021-05-18,Sputnik V
ARG,2021-05-19,Oxford/AstraZeneca
ARG,2021-05-19,Sinopharm/Beijing
ARG,2021-05-19,Sputnik V
ARG,2021-05-20,Oxford/AstraZeneca
ARG,2021-05-20,Sinopharm/Beijing
ARG,2021-05-20,Sputnik V
ARG,2021-05-21,Oxford/AstraZeneca
ARG,2021-05-21,Sinopharm/Beijing
ARG,2021-05-21,Sputnik V
ARG,2021-05-22,Oxford/AstraZeneca
ARG,2021-05-22,Sinopharm/Beijing
ARG,2021-05-22,Sputnik V
ARG,2021-05-23,Oxford/AstraZeneca
ARG,2021-05-23,Sinopharm/Beijing
ARG,2021-05-23,Sputnik V
ARG,2021-05-24,Oxford/AstraZeneca
ARG,2021-05-24,Sinopharm/Beijing
ARG,2021-05-24,Sputnik V
ARG,2021-05-25,Oxford/AstraZeneca
ARG,2021-05-25,Sinopharm/Beijing
ARG,2021-05-25,Sputnik V
ARG,2021-05-26,Oxford/AstraZeneca
ARG,2021-05-26,Sinopharm/Beijing
ARG,2021-05-26,Sputnik V
ARG,2021-05-27,Oxford/AstraZeneca
ARG,2021-05-27,Sinopharm/Beijing
ARG,2021-05-27,Sputnik V
ARG,2021-05-28,Oxford/AstraZeneca
ARG,2021-05-28,Sinopharm/Beijing
ARG,2021-05-28,Sputnik V
ARG,2021-05-29,Oxford/AstraZeneca
ARG,2021-05-29,Sinopharm/Beijing
ARG,2021-05-29,Sputnik V
ARG,2021-05-30,Oxford/AstraZeneca
ARG,2021-05-30,Sinopharm/Beijing
ARG,2021-05-30,Sputnik V
ARG,2021-05-31,Oxford/AstraZeneca
ARG,2021-05-31,Sinopharm/Beijing
ARG,2021-05-31,Sputnik V
ARG,2021-06-01,Oxford/AstraZeneca
ARG,2021-06-01,Sinopharm/Beijing
ARG,2021-06-01,Sputnik V
ARG,2021-06-02,Oxford/AstraZeneca
ARG,2021-06-02,Sinopharm/Beijing
ARG,2021-06-02,Sputnik V
ARG,2021-06-03,Oxford/AstraZeneca
ARG,2021-06-03,Sinopharm/Beijing
ARG,2021-06-03,Sputnik V
ARG,2021-06-04,Oxford/AstraZeneca
ARG,2021-06-04,Sinopharm/Beijing
ARG,2021-06-04,Sputnik V
ARG,2021-06-05,Oxford/AstraZeneca
ARG,2021-06-05,Sinopharm/Beijing
ARG,2021-06-05,Sputnik V
ARG,2021-06-06,Oxford/AstraZeneca
ARG,2021-06-06,Sinopharm/Beijing
ARG,2021-06-06,Sputnik V
ARG,2021-06-07,Oxford/AstraZeneca
ARG,2021-06-07,Sinopharm/Beijing
ARG,2021-06-07,Sputnik V
ARG,2021-06-08,Oxford/AstraZeneca
ARG,2021-06-08,Sinopharm/Beijing
ARG,2021-06-08,Sputnik V
ARG,2021-06-09,Oxford/AstraZeneca
ARG,2021-06-09,Sinopharm/Beijing
ARG,2021-06-09,Sputnik V
ARG,2021-06-10,Oxford/AstraZeneca
ARG,2021-06-10,Sinopharm/Beijing
ARG,2021-06-10,Sputnik V
ARG,2021-06-11,Oxford/AstraZeneca
ARG,2021-06-11,Sinopharm/Beijing
ARG,2021-06-11,Sputnik V
ARG,2021-06-12,Oxford/AstraZeneca
ARG,2021-06-12,Sinopharm/Beijing
ARG,2021-06-12,Sputnik V
ARG,2021-06-13,Oxford/AstraZeneca
ARG,2021-06-13,Sinopharm/Beijing
ARG,2021-06-13,Sputnik V
ARG,2021-06-14,Oxford/AstraZeneca
ARG,2021-06-14,Sinopharm/Beijing
ARG,2021-06-14,Sputnik V
ARG,2021-06-15,Oxford/AstraZeneca
ARG,2021-06-15,Sinopharm/Beijing
ARG,2021-06-15,Sputnik V
ARG,2021-06-16,Oxford/AstraZeneca
ARG,2021-06-16,Sinopharm/Beijing
ARG,2021-06-16,Sputnik V
ARG,2021-06-17,Oxford/AstraZeneca
ARG,2021-06-17,Sinopharm/Beijing
ARG,2021-06-17,Sputnik V
ARG,2021-06-18,Oxford/AstraZeneca
ARG,2021-06-18,Sinopharm/Beijing
ARG,2021-06-18,Sputnik V
ARG,2021-06-19,Oxford/AstraZeneca
ARG,2021-06-19,Sinopharm/Beijing
ARG,2021-06-19,Sputnik V
ARG,2021-06-20,Oxford/AstraZeneca
ARG,2021-06-20,Sinopharm/Beijing
ARG,2021-06-20,Sputnik V
ARG,2021-06-21,Oxford/AstraZeneca
ARG,2021-06-21,Sinopharm/Beijing
ARG,2021-06-21,Sputnik V
ARG,2021-06-22,Oxford/AstraZeneca
ARG,2021-06-22,Sinopharm/Beijing
ARG,2021-06-22,Sputnik V
ARG,2021-06-23,Oxford/AstraZeneca
ARG,2021-06-23,Sinopharm/Beijing
ARG,2021-06-23,Sputnik V
ARG,2021-06-24,Oxford/AstraZeneca
ARG,2021-06-24,Sinopharm/Beijing
ARG,2021-06-24,Sputnik V
ARG,2021-06-25,Oxford/AstraZeneca
ARG,2021-06-25,Sinopharm/Beijing
ARG,2021-06-25,Sputnik V
ARG,2021-06-26,Oxford/AstraZeneca
ARG,2021-06-26,Sinopharm/Beijing
ARG,2021-06-26,Sputnik V
ARG,2021-06-27,Oxford/AstraZeneca
ARG,2021-06-27,Sinopharm/Beijing
ARG,2021-06-27,Sputnik V
ARG,2021-06-28,Oxford/AstraZeneca
ARG,2021-06-28,Sinopharm/Beijing
ARG,2021-06-28,Sputnik V
ARG,2021-06-29,Oxford/AstraZeneca
ARG,2021-06-29,Sinopharm/Beijing
ARG,2021-06-29,Sputnik V
ARG,2021-06-30,Oxford/AstraZeneca
ARG,2021-06-30,Sinopharm/Beijing
ARG,2021-06-30,Sputnik V
ARG,2021-07-01,Oxford/AstraZeneca
ARG,2021-07-01,Sinopharm/Beijing
ARG,2021-07-01,Sputnik V
ARG,2021-07-02,Oxford/AstraZeneca
ARG,2021-07-02,Sinopharm/Beijing
ARG,2021-07-02,Sputnik V
ARG,2021-07-03,Oxford/AstraZeneca
ARG,2021-07-03,Sinopharm/Beijing
ARG,2021-07-03,Sputnik V
ARG,2021-07-04,Oxford/AstraZeneca
ARG,2021-07-04,Sinopharm/Beijing
ARG,2021-07-04,Sputnik V
ARG,2021-07-05,Oxford/AstraZeneca
ARG,2021-07-05,Sinopharm/Beijing
ARG,2021-07-05,Sputnik V
ARG,2021-07-06,Oxford/AstraZeneca
ARG,2021-07-06,Sinopharm/Beijing
ARG,2021-07-06,Sputnik V
ARG,2021-07-07,Oxford/AstraZeneca
ARG,2021-07-07,Sinopharm/Beijing
ARG,2021-07-07,Sputnik V
ARG,2021-07-08,Oxford/AstraZeneca
ARG,2021-07-08,Sinopharm/Beijing
ARG,2021-07-08,Sputnik V
ARG,2021-07-09,Oxford/AstraZeneca
ARG,2021-07-09,Sinopharm/Beijing
ARG,2021-07-09,Sputnik V
ARG,2021-07-10,Oxford/AstraZeneca
ARG,2021-07-10,Sinopharm/Beijing
ARG,2021-07-10,Sputnik V
ARG,2021-07-11,Oxford/AstraZeneca
ARG,2021-07-11,Sinopharm/Beijing
ARG,2021-07-11,Sputnik V
ARG,2021-07-12,Oxford/AstraZeneca
ARG,2021-07-12,Sinopharm/Beijing
ARG,2021-07-12,Sputnik V
ARG,2021-07-13,Oxford/AstraZeneca
ARG,2021-07-13,Sinopharm/Beijing
ARG,2021-07-13,Sputnik V
ARG,2021-07-14,Oxford/AstraZeneca
ARG,2021-07-14,Sinopharm/Beijing
ARG,2021-07-14,Sputnik V
ARG,2021-07-15,Oxford/AstraZeneca
ARG,2021-07-15,Sinopharm/Beijing
ARG,2021-07-15,Sputnik V
ARG,2021-07-16,Oxford/AstraZeneca
ARG,2021-07-16,Sinopharm/Beijing
ARG,2021-07-16,Sputnik V
ARG,2021-07-17,Oxford/AstraZeneca
ARG,2021-07-17,Sinopharm/Beijing
ARG,2021-07-17,Sputnik V
ARG,2021-07-18,Oxford/AstraZeneca
ARG,2021-07-18,Sinopharm/Beijing
ARG,2021-07-18,Sputnik V
ARG,2021-07-19,Oxford/AstraZeneca
ARG,2021-07-19,Sinopharm/Beijing
ARG,2021-07-19,Sputnik V
ARG,2021-07-20,Oxford/AstraZeneca
ARG,2021-07-20,Sinopharm/Beijing
ARG,2021-07-20,Sputnik V
ARG,2021-07-21,Oxford/AstraZeneca
ARG,2021-07-21,Sinopharm/Beijing
ARG,2021-07-21,Sputnik V
ARG,2021-07-22,Oxford/AstraZeneca
ARG,2021-07-22,Sinopharm/Beijing
ARG,2021-07-22,Sputnik V
ARG,2021-07-23,Oxford/AstraZeneca
ARG,2021-07-23,Sinopharm/Beijing
ARG,2021-07-23,Sputnik V
ARG,2021-07-24,Oxford/AstraZeneca
ARG,2021-07-24,Sinopharm/Beijing
ARG,2021-07-24,Sputnik V
ARG,2021-07-25,Oxford/AstraZeneca
ARG,2021-07-25,Sinopharm/Beijing
ARG,2021-07-25,Sputnik V
ARG,2021-07-26,Oxford/AstraZeneca
ARG,2021-07-26,Sinopharm/Beijing
ARG,2021-07-26,Sputnik V
ARG,2021-07-27,Oxford/AstraZeneca
ARG,2021-07-27,Sinopharm/Beijing
ARG,2021-07-27,Sputnik V
ARG,2021-07-28,Oxford/AstraZeneca
ARG,2021-07-28,Sinopharm/Beijing
ARG,2021-07-28,Sputnik V
ARG,2021-07-29,Oxford/AstraZeneca
ARG,2021-07-29,Sinopharm/Beijing
ARG,2021-07-29,Sputnik V
ARG,2021-07-30,Oxford/AstraZeneca
ARG,2021-07-30,Sinopharm/Beijing
ARG,2021-07-30,Sputnik V
ARG,2021-07-31,Oxford/AstraZeneca
ARG,2021-07-31,Sinopharm/Beijing
ARG,2021-07-31,Sputnik V
ARG,2021-08-01,Oxford/AstraZeneca
ARG,2021-08-01,Sinopharm/Beijing
ARG,2021-08-01,Sputnik V
ARG,2021-08-02,Oxford/AstraZeneca
ARG,2021-08-02,Sinopharm/Beijing
ARG,2021-08-02,Sputnik V
ARG,2021-08-03,Moderna
ARG,2021-08-03,Oxford/AstraZeneca
ARG,2021-08-03,Sinopharm/Beijing
ARG,2021-08-03,Sputnik V
ARG,2021-08-04,Moderna
ARG,2021-08-04,Oxford/AstraZeneca
ARG,2021-08-04,Sinopharm/Beijing
ARG,2021-08-04,Sputnik V
ARG,2021-08-05,Moderna
ARG,2021-08-05,Oxford/AstraZeneca
ARG,2021-08-05,Sinopharm/Beijing
ARG,2021-08-05,Sputnik V
ARG,2021-08-06,Moderna
ARG,2021-08-06,Oxford/AstraZeneca
ARG,2021-08-06,Sinopharm/Beijing
ARG,2021-08-06,Sputnik V
ARG,2021-08-07,Moderna
ARG,2021-08-07,Oxford/AstraZeneca
ARG,2021-08-07,Sinopharm/Beijing
ARG,2021-08-07,Sputnik V
ARG,2021-08-08,Moderna
ARG,2021-08-08,Oxford/AstraZeneca
ARG,2021-08-08,Sinopharm/Beijing
ARG,2021-08-08,Sputnik V
ARG,2021-08-09,Moderna
ARG,2021-08-09,Oxford/AstraZeneca
ARG,2021-08-09,Sinopharm/Beijing
ARG,2021-08-09,Sputnik V
ARG,2021-08-10,Moderna
ARG,2021-08-10,Oxford/AstraZeneca
ARG,2021-08-10,Sinopharm/Beijing
ARG,2021-08-10,Sputnik V
ARG,2021-08-11,Moderna
ARG,2021-08-11,Oxford/AstraZeneca
ARG,2021-08-11,Sinopharm/Beijing
ARG,2021-08-11,Sputnik V
ARG,2021-08-12,Moderna
ARG,2021-08-12,Oxford/AstraZeneca
ARG,2021-08-12,Sinopharm/Beijing
ARG,2021-08-12,Sputnik V
ARG,2021-08-13,Moderna
ARG,2021-08-13,Oxford/AstraZeneca
ARG,2021-08-13,Sinopharm/Beijing
ARG,2021-08-13,Sputnik V
ARG,2021-08-14,Moderna
ARG,2021-08-14,Oxford/AstraZeneca
ARG,2021-08-14,Sinopharm/Beijing
ARG,2021-08-14,Sputnik V
ARG,2021-08-15,Moderna
ARG,2021-08-15,Oxford/AstraZeneca
ARG,2021-08-15,Sinopharm/Beijing
ARG,2021-08-15,Sputnik V
ARG,2021-08-16,Moderna
ARG,2021-08-16,Oxford/AstraZeneca
ARG,2021-08-16,Sinopharm/Beijing
ARG,2021-08-16,Sputnik V
ARG,2021-08-17,Moderna
ARG,2021-08-17,Oxford/AstraZeneca
ARG,2021-08-17,Sinopharm/Beijing
ARG,2021-08-17,Sputnik V
ARG,2021-08-18,Moderna
ARG,2021-08-18,Oxford/AstraZeneca
ARG,2021-08-18,Sinopharm/Beijing
ARG,2021-08-18,Sputnik V
ARG,2021-08-19,Moderna
ARG,2021-08-19,Oxford/AstraZeneca
ARG,2021-08-19,Sinopharm/Beijing
ARG,2021-08-19,Sputnik V
ARG,2021-08-20,Moderna
ARG,2021-08-20,Oxford/AstraZeneca
ARG,2021-08-20,Sinopharm/Beijing
ARG,2021-08-20,Sputnik V
ARG,2021-08-21,Moderna
ARG,2021-08-21,Oxford/AstraZeneca
ARG,2021-08-21,Sinopharm/Beijing
ARG,2021-08-21,Sputnik V
ARG,2021-08-22,Moderna
ARG,2021-08-22,Oxford/AstraZeneca
ARG,2021-08-22,Sinopharm/Beijing
ARG,2021-08-22,Sputnik V
ARG,2021-08-23,Moderna
ARG,2021-08-23,Oxford/AstraZeneca
ARG,2021-08-23,Sinopharm/Beijing
ARG,2021-08-23,Sputnik V
ARG,2021-08-24,Moderna
ARG,2021-08-24,Oxford/AstraZeneca
ARG,2021-08-24,Sinopharm/Beijing
ARG,2021-08-24,Sputnik V
ARG,2021-08-25,Moderna
ARG,2021-08-25,Oxford/AstraZeneca
ARG,2021-08-25,Sinopharm/Beijing
ARG,2021-08-25,Sputnik V
ARG,2021-08-26,Moderna
ARG,2021-08-26,Oxford/AstraZeneca
ARG,2021-08-26,Sinopharm/Beijing
ARG,2021-08-26,Sputnik V
ARG,2021-08-27,Moderna
ARG,2021-08-27,Oxford/AstraZeneca
ARG,2021-08-27,Sinopharm/Beijing
ARG,2021-08-27,Sputnik V
ARG,2021-08-28,Moderna
ARG,2021-08-28,Oxford/AstraZeneca
ARG,2021-08-28,Sinopharm/Beijing
ARG,2021-08-28,Sputnik V
ARG,2021-08-29,Moderna
ARG,2021-08-29,Oxford/AstraZeneca
ARG,2021-08-29,Sinopharm/Beijing
ARG,2021-08-29,Sputnik V
ARG,2021-08-30,Moderna
ARG,2021-08-30,Oxford/AstraZeneca
ARG,2021-08-30,Sinopharm/Beijing
ARG,2021-08-30,Sputnik V
ARG,2021-08-31,Moderna
ARG,2021-08-31,Oxford/AstraZeneca
ARG,2021-08-31,Sinopharm/Beijing
ARG,2021-08-31,Sputnik V
ARG,2021-09-01,Moderna
ARG,2021-09-01,Oxford/AstraZeneca
ARG,2021-09-01,Sinopharm/Beijing
ARG,2021-09-01,Sputnik V
ARG,2021-09-02,Moderna
ARG,2021-09-02,Oxford/AstraZeneca
ARG,2021-09-02,Sinopharm/Beijing
ARG,2021-09-02,Sputnik V
ARG,2021-09-03,Moderna
ARG,2021-09-03,Oxford/AstraZeneca
ARG,2021-09-03,Sinopharm/Beijing
ARG,2021-09-03,Sputnik V
ARG,2021-09-04,Moderna
ARG,2021-09-04,Oxford/AstraZeneca
ARG,2021-09-04,Sinopharm/Beijing
ARG,2021-09-04,Sputnik V
ARG,2021-09-05,Moderna
ARG,2021-09-05,Oxford/AstraZeneca
ARG,2021-09-05,Sinopharm/Beijing
ARG,2021-09-05,Sputnik V
ARG,2021-09-06,Moderna
ARG,2021-09-06,Oxford/AstraZeneca
ARG,2021-09-06,Sinopharm/Beijing
ARG,2021-09-06,Sputnik V
ARG,2021-09-07,Moderna
ARG,2021-09-07,Oxford/AstraZeneca
ARG,2021-09-07,Sinopharm/Beijing
ARG,2021-09-07,Sputnik V
ARG,2021-09-08,Moderna
ARG,2021-09-08,Oxford/AstraZeneca
ARG,2021-09-08,Sinopharm/Beijing
ARG,2021-09-08,Sputnik V
ARG,2021-09-09,CanSino
ARG,2021-09-09,Moderna
ARG,2021-09-09,Oxford/AstraZeneca
ARG,2021-09-09,Sinopharm/Beijing
ARG,2021-09-09,Sputnik V
ARG,2021-09-10,CanSino
