location,date,vaccine
Argentina,2021-02-26,Sputnik V
Argentina,2021-02-27,Moderna
Argentina,2021-02-27,Oxford/AstraZeneca
Argentina,2021-02-27,Sinopharm/Beijing
Argentina,2021-02-27,Sputnik V
Argentina,2021-02-28,Oxford/AstraZeneca
Argentina,2021-02-28,Sinopharm/Beijing
Argentina,2021-02-28,Sputnik V
Argentina,2021-03-01,Oxford/AstraZeneca
Argentina,2021-03-01,Sinopharm/Beijing
Argentina,2021-03-01,Sputnik V
Argentina,2021-03-02,Oxford/AstraZeneca
Argentina,2021-03-02,Sinopharm/Beijing
Argentina,2021-03-02,Sputnik V
Argentina,2021-03-03,Oxford/AstraZeneca
Argentina,2021-03-03,Sinopharm/Beijing
Argentina,2021-03-03,Sputnik V
Argentina,2021-03-04,Oxford/AstraZeneca
Argentina,2021-03-04,Sinopharm/Beijing
Argentina,2021-03-04,Sputnik V
Argentina,2021-03-05,Oxford/AstraZeneca
Argentina,2021-03-05,Sinopharm/Beijing
Argentina,2021-03-05,Sputnik V
Argentina,2021-03-06,Oxford/AstraZeneca
Argentina,2021-03-06,Sinopharm/Beijing
Argentina,2021-03-06,Sputnik V
Argentina,2021-03-07,Oxford/AstraZeneca
Argentina,2021-03-07,Sinopharm/Beijing
Argentina,2021-03-07,Sputnik V
Argentina,2021-03-08,Oxford/AstraZeneca
Argentina,2021-03-08,Pfizer/BioNTech
Argentina,2021-03-08,Sinopharm/Beijing
Argentina,2021-03-08,Sputnik V
Argentina,2021-03-09,Oxford/AstraZeneca
Argentina,2021-03-09,Sinopharm/Beijing
Argentina,2021-03-09,Sputnik V
Argentina,2021-03-10,Oxford/AstraZeneca
Argentina,2021-03-10,Sinopharm/Beijing
Argentina,2021-03-10,Sputnik V
Argentina,2021-03-11,Oxford/AstraZeneca
Argentina,2021-03-11,Sinopharm/Beijing
Argentina,2021-03-11,Sputnik V
Argentina,2021-03-12,Oxford/AstraZeneca
Argentina,2021-03-12,Sinopharm/Beijing
Argentina,2021-03-12,Sputnik V
Argentina,2021-03-13,Oxford/AstraZeneca
Argentina,2021-03-13,Sinopharm/Beijing
Argentina,2021-03-13,Sputnik V
Argentina,2021-03-14,Oxford/AstraZeneca
Argentina,2021-03-14,Sinopharm/Beijing
Argentina,2021-03-14,Sputnik V
Argentina,2021-03-15,Oxford/AstraZeneca
Argentina,2021-03-15,Sinopharm/Beijing
Argentina,2021-03-15,Sputnik V
Argentina,2021-03-16,Oxford/AstraZeneca
Argentina,2021-03-16,Sinopharm/Beijing
Argentina,2021-03-16,Sputnik V
Argentina,2021-03-17,Oxford/AstraZeneca
Argentina,2021-03-17,Sinopharm/Beijing
Argentina,2021-03-17,Sputnik V
Argentina,2021-03-18,Moderna
Argentina,2021-03-18,Oxford/AstraZeneca
Argentina,2021-03-18,Sinopharm/Beijing
Argentina,2021-03-18,Sputnik V
Argentina,2021-03-19,Oxford/AstraZeneca
Argentina,2021-03-19,Pfizer/BioNTech
Argentina,2021-03-19,Sinopharm/Beijing
Argentina,2021-03-19,Sputnik V
Argentina,2021-03-20,Oxford/AstraZeneca
Argentina,2021-03-20,Sinopharm/Beijing
Argentina,2021-03-20,Sputnik V
Argentina,2021-03-21,CanSino
Argentina,2021-03-21,Oxford/AstraZeneca
Argentina,2021-03-21,Sinopharm/Beijing
Argentina,2021-03-21,Sputnik V
Argentina,2021-03-22,Oxford/AstraZeneca
Argentina,2021-03-22,Sinopharm/Beijing
Argentina,2021-03-22,Sputnik V
Argentina,2021-03-23,Oxford/AstraZeneca
Argentina,2021-03-23,Sinopharm/Beijing
Argentina,2021-03-23,Sputnik V
Argentina,2021-03-24,Oxford/AstraZeneca
Argentina,2021-03-24,Sinopharm/Beijing
Argentina,2021-03-24,Sputnik V
Argentina,2021-03-25,Oxford/AstraZeneca
Argentina,2021-03-25,Sinopharm/Beijing
Argentina,2021-03-25,Sputnik V
Argentina,2021-03-26,Oxford/AstraZeneca
Argentina,2021-03-26,Sinopharm/Beijing
Argentina,2021-03-26,Sputnik V
Argentina,2021-03-27,Moderna
Argentina,2021-03-27,Oxford/AstraZeneca
Argentina,2021-03-27,Sinopharm/Beijing
Argentina,2021-03-27,Sputnik V
Argentina,2021-03-28,Oxford/AstraZeneca
Argentina,2021-03-28,Pfizer/BioNTech
Argentina,2021-03-28,Sinopharm/Beijing
Argentina,2021-03-28,Sputnik V
Argentina,2021-03-29,Oxford/AstraZeneca
Argentina,2021-03-29,Pfizer/BioNTech
Argentina,2021-03-29,Sinopharm/Beijing
Argentina,2021-03-29,Sputnik V
Argentina,2021-03-30,Oxford/AstraZeneca
Argentina,2021-03-30,Pfizer/BioNTech
Argentina,2021-03-30,Sinopharm/Beijing
Argentina,2021-03-30,Sputnik V
Argentina,2021-03-31,Oxford/AstraZeneca
Argentina,2021-03-31,Sinopharm/Beijing
Argentina,2021-03-31,Sputnik V
Argentina,2021-04-01,Oxford/AstraZeneca
Argentina,2021-04-01,Sinopharm/Beijing
Argentina,2021-04-01,Sputnik V
Argentina,2021-04-02,Oxford/AstraZeneca
Argentina,2021-04-02,Sinopharm/Beijing
Argentina,2021-04-02,Sputnik V
Argentina,2021-04-03,Oxford/AstraZeneca
Argentina,2021-04-03,Sinopharm/Beijing
Argentina,2021-04-03,Sputnik V
Argentina,2021-04-04,Moderna
Argentina,2021-04-04,Oxford/AstraZeneca
Argentina,2021-04-04,Sinopharm/Beijing
Argentina,2021-04-04,Sputnik V
Argentina,2021-04-05,Oxford/AstraZeneca
Argentina,2021-04-05,Sinopharm/Beijing
Argentina,2021-04-05,Sputnik V
Argentina,2021-04-06,Oxford/AstraZeneca
Argentina,2021-04-06,Sinopharm/Beijing
Argentina,2021-04-06,Sputnik V
Argentina,2021-04-07,Oxford/AstraZeneca
Argentina,2021-04-07,Sinopharm/Beijing
Argentina,2021-04-07,Sputnik V
Argentina,2021-04-08,Oxford/AstraZeneca
Argentina,2021-04-08,Pfizer/BioNTech
Argentina,2021-04-08,Sinopharm/Beijing
Argentina,2021-04-08,Sputnik V
Argentina,2021-04-09,Oxford/AstraZeneca
Argentina,2021-04-09,Sinopharm/Beijing
Argentina,2021-04-09,Sputnik V
Argentina,2021-04-10,Oxford/AstraZeneca
Argentina,2021-04-10,Sinopharm/Beijing
Argentina,2021-04-10,Sputnik V
Argentina,2021-04-11,Oxford/AstraZeneca
Argentina,2021-04-11,Sinopharm/Beijing
Argentina,2021-04-11,Sputnik V
Argentina,2021-04-12,Oxford/AstraZeneca
Argentina,2021-04-12,Sinopharm/Beijing
Argentina,2021-04-12,Sputnik V
Argentina,2021-04-13,Moderna
Argentina,2021-04-13,Oxford/AstraZeneca
Argentina,2021-04-13,Sinopharm/Beijing
Argentina,2021-04-13,Sputnik V
Argentina,2021-04-14,Oxford/AstraZeneca
Argentina,2021-04-14,Pfizer/BioNTech
Argentina,2021-04-14,Sinopharm/Beijing
Argentina,2021-04-14,Sputnik V
Argentina,2021-04-15,Oxford/AstraZeneca
Argentina,2021-04-15,Sinopharm/Beijing
Argentina,2021-04-15,Sputnik V
Argentina,2021-04-16,Oxford/AstraZeneca
Argentina,2021-04-16,Sinopharm/Beijing
Argentina,2021-04-16,Sputnik V
Argentina,2021-04-17,Oxford/AstraZeneca
Argentina,2021-04-17,Sinopharm/Beijing
Argentina,2021-04-17,Sputnik V
Argentina,2021-04-18,Oxford/AstraZeneca
Argentina,2021-04-18,Sinopharm/Beijing
Argentina,2021-04-18,Sputnik V
Argentina,2021-04-19,Oxford/AstraZeneca
Argentina,2021-04-19,Pfizer/BioNTech
Argentina,2021-04-19,Sinopharm/Beijing
Argentina,2021-04-19,Sputnik V
Argentina,2021-04-20,Oxford/AstraZeneca
Argentina,2021-04-20,Sinopharm/Beijing
Argentina,2021-04-20,Sputnik V
Argentina,2021-04-21,CanSino
Argentina,2021-04-21,Moderna
Argentina,2021-04-21,Oxford/AstraZeneca
Argentina,2021-04-21,Sinopharm/Beijing
Argentina,2021-04-21,Sputnik V
Argentina,2021-04-22,CanSino
Argentina,2021-04-22,Oxford/AstraZeneca
Argentina,2021-04-22,Sinopharm/Beijing
Argentina,2021-04-22,Sputnik V
Argentina,2021-04-23,Oxford/AstraZeneca
Argentina,2021-04-23,Sinopharm/Beijing
Argentina,2021-04-23,Sputnik V
Argentina,2021-04-24,Oxford/AstraZeneca
Argentina,2021-04-24,Sinopharm/Beijing
Argentina,2021-04-24,Sputnik V
Argentina,2021-04-25,Oxford/AstraZeneca
Argentina,2021-04-25,Sinopharm/Beijing
Argentina,2021-04-25,Sputnik V
Argentina,2021-04-26,Oxford/AstraZeneca
Argentina,2021-04-26,Pfizer/BioNTech
Argentina,2021-04-26,Sinopharm/Beijing
Argentina,2021-04-26,Sputnik V
Argentina,2021-04-27,Oxford/AstraZeneca
Argentina,2021-04-27,Pfizer/BioNTech
Argentina,2021-04-27,Sinopharm/Beijing
Argentina,2021-04-27,Sputnik V
Argentina,2021-04-28,Oxford/AstraZeneca
Argentina,2021-04-28,Pfizer/BioNTech
Argentina,2021-04-28,Sinopharm/Beijing
Argentina,2021-04-28,Sputnik V
Argentina,2021-04-29,Oxford/AstraZeneca
Argentina,2021-04-29,Sinopharm/Beijing
Argentina,2021-04-29,Sputnik V
Argentina,2021-04-30,Oxford/AstraZeneca
Argentina,2021-04-30,Sinopharm/Beijing
Argentina,2021-04-30,Sputnik V
Argentina,2021-05-01,Oxford/AstraZeneca
Argentina,2021-05-01,Sinopharm/Beijing
Argentina,2021-05-01,Sputnik V
Argentina,2021-05-02,Oxford/AstraZeneca
Argentina,2021-05-02,Sinopharm/Beijing
Argentina,2021-05-02,Sputnik V
Argentina,2021-05-03,Oxford/AstraZeneca
Argentina,2021-05-03,Pfizer/BioNTech
Argentina,2021-05-03,Sinopharm/Beijing
Argentina,2021-05-03,Sputnik V
Argentina,2021-05-04,Oxford/AstraZeneca
Argentina,2021-05-04,Sinopharm/Beijing
Argentina,2021-05-04,Sputnik V
Argentina,2021-05-05,Moderna
Argentina,2021-05-05,Oxford/AstraZeneca
Argentina,2021-05-05,Sinopharm/Beijing
Argentina,2021-05-05,Sputnik V
Argentina,2021-05-06,Oxford/AstraZeneca
Argentina,2021-05-06,Pfizer/BioNTech
Argentina,2021-05-06,Sinopharm/Beijing
Argentina,2021-05-06,Sputnik V
Argentina,2021-05-07,CanSino
Argentina,2021-05-07,Oxford/AstraZeneca
Argentina,2021-05-07,Sinopharm/Beijing
Argentina,2021-05-07,Sputnik V
Argentina,2021-05-08,Oxford/AstraZeneca
Argentina,2021-05-08,Sinopharm/Beijing
Argentina,2021-05-08,Sputnik V
Argentina,2021-05-09,Oxford/AstraZeneca
Argentina,2021-05-09,Sinopharm/Beijing
Argentina,2021-05-09,Sputnik V
Argentina,2021-05-10,Oxford/AstraZeneca
Argentina,2021-05-10,Sinopharm/Beijing
Argentina,2021-05-10,Sputnik V
Argentina,2021-05-11,Moderna
Argentina,2021-05-11,Oxford/AstraZeneca
Argentina,2021-05-11,Pfizer/BioNTech
Argentina,2021-05-11,Sinopharm/Beijing
Argentina,2021-05-11,Sputnik V
Argentina,2021-05-12,Moderna
Argentina,2021-05-12,Oxford/AstraZeneca
Argentina,2021-05-12,Sinopharm/Beijing
Argentina,2021-05-12,Sputnik V
Argentina,2021-05-13,Oxford/AstraZeneca
Argentina,2021-05-13,Sinopharm/Beijing
Argentina,2021-05-13,Sputnik V
Argentina,2021-05-14,Oxford/AstraZeneca
Argentina,2021-05-14,Sinopharm/Beijing
Argentina,2021-05-14,Sputnik V
Argentina,2021-05-15,Oxford/AstraZeneca
Argentina,2021-05-15,Sinopharm/Beijing
Argentina,2021-05-15,Sputnik V
Argentina,2021-05-16,Oxford/AstraZeneca
Argentina,2021-05-16,Sinopharm/Beijing
Argentina,2021-05-16,Sputnik V
Argentina,2021-05-17,Oxford/AstraZeneca
Argentina,2021-05-17,Pfizer/BioNTech
Argentina,2021-05-17,Sinopharm/Beijing
Argentina,2021-05-17,Sputnik V
Argentina,2021-05-18,Oxford/AstraZeneca
Argentina,2021-05-18,Sinopharm/Beijing
Argentina,2021-05-18,Sputnik V
Argentina,2021-05-19,Oxford/AstraZeneca
Argentina,2021-05-19,Pfizer/BioNTech
Argentina,2021-05-19,Sinopharm/Beijing
Argentina,2021-05-19,Sputnik V
Argentina,2021-05-20,Oxford/AstraZeneca
Argentina,2021-05-20,Sinopharm/Beijing
Argentina,2021-05-20,Sputnik V
Argentina,2021-05-21,Oxford/AstraZeneca
Argentina,2021-05-21,Sinopharm/Beijing
Argentina,2021-05-21,Sputnik V
Argentina,2021-05-22,Oxford/AstraZeneca
Argentina,2021-05-22,Sinopharm/Beijing
Argentina,2021-05-22,Sputnik V
Argentina,2021-05-23,Oxford/AstraZeneca
Argentina,2021-05-23,Sinopharm/Beijing
Argentina,2021-05-23,Sputnik V
Argentina,2021-05-24,Oxford/AstraZeneca
Argentina,2021-05-24,Pfizer/BioNTech
Argentina,2021-05-24,Sinopharm/Beijing
Argentina,2021-05-24,Sputnik V
Argentina,2021-05-25,Oxford/AstraZeneca
Argentina,2021-05-25,Sinopharm/Beijing
Argentina,2021-05-25,Sputnik V
Argentina,2021-05-26,Oxford/AstraZeneca
Argentina,2021-05-26,Sinopharm/Beijing
Argentina,2021-05-26,Sputnik V
Argentina,2021-05-27,Oxford/AstraZeneca
Argentina,2021-05-27,Sinopharm/Beijing
Argentina,2021-05-27,Sputnik V
Argentina,2021-05-28,Oxford/AstraZeneca
Argentina,2021-05-28,Sinopharm/Beijing
Argentina,2021-05-28,Sputnik V
Argentina,2021-05-29,Oxford/AstraZeneca
Argentina,2021-05-29,Pfizer/BioNTech
Argentina,2021-05-29,Sinopharm/Beijing
Argentina,2021-05-29,Sputnik V
Argentina,2021-05-30,Oxford/AstraZeneca
Argentina,2021-05-30,Sinopharm/Beijing
Argentina,2021-05-30,Sputnik V
Argentina,2021-05-31,Oxford/AstraZeneca
Argentina,2021-05-31,Sinopharm/Beijing
Argentina,2021-05-31,Sputnik V
Argentina,2021-06-01,Oxford/AstraZeneca
Argentina,2021-06-01,Sinopharm/Beijing
Argentina,2021-06-01,Sputnik V
Argentina,2021-06-02,CanSino
Argentina,2021-06-02,Oxford/AstraZeneca
Argentina,2021-06-02,Sinopharm/Beijing
Argentina,2021-06-02,Sputnik V
Argentina,2021-06-03,Oxford/AstraZeneca
Argentina,2021-06-03,Sinopharm/Beijing
Argentina,2021-06-03,Sputnik V
Argentina,2021-06-04,Oxford/AstraZeneca
Argentina,2021-06-04,Sinopharm/Beijing
Argentina,2021-06-04,Sputnik V
Argentina,2021-06-05,Oxford/AstraZeneca
Argentina,2021-06-05,Sinopharm/Beijing
Argentina,2021-06-05,Sputnik V
Argentina,2021-06-06,Oxford/AstraZeneca
Argentina,2021-06-06,Sinopharm/Beijing
Argentina,2021-06-06,Sputnik V
Argentina,2021-06-07,Oxford/AstraZeneca
Argentina,2021-06-07,Sinopharm/Beijing
Argentina,2021-06-07,Sputnik V
Argentina,2021-06-08,Oxford/AstraZeneca
Argentina,2021-06-08,Sinopharm/Beijing
Argentina,2021-06-08,Sputnik V
Argentina,2021-06-09,CanSino
Argentina,2021-06-09,Moderna
Argentina,2021-06-09,Oxford/AstraZeneca
Argentina,2021-06-09,Pfizer/BioNTech
Argentina,2021-06-09,Sinopharm/Beijing
Argentina,2021-06-09,Sputnik V
Argentina,2021-06-10,Moderna
Argentina,2021-06-10,Oxford/AstraZeneca
Argentina,2021-06-10,Pfizer/BioNTech
Argentina,2021-06-10,Sinopharm/Beijing
Argentina,2021-06-10,Sputnik V
Argentina,2021-06-11,Oxford/AstraZeneca
Argentina,2021-06-11,Sinopharm/Beijing
Argentina,2021-06-11,Sputnik V
Argentina,2021-06-12,Oxford/AstraZeneca
Argentina,2021-06-12,Sinopharm/Beijing
Argentina,2021-06-12,Sputnik V
Argentina,2021-06-13,Oxford/AstraZeneca
Argentina,2021-06-13,Sinopharm/Beijing
Argentina,2021-06-13,Sputnik V
Argentina,2021-06-14,Oxford/AstraZeneca
Argentina,2021-06-14,Sinopharm/Beijing
Argentina,2021-06-14,Sputnik V
Argentina,2021-06-15,Oxford/AstraZeneca
Argentina,2021-06-15,Pfizer/BioNTech
Argentina,2021-06-15,Sinopharm/Beijing
Argentina,2021-06-15,Sputnik V
Argentina,2021-06-16,Oxford/AstraZeneca
Argentina,2021-06-16,Sinopharm/Beijing
Argentina,2021-06-16,Sputnik V
Argentina,2021-06-17,Moderna
Argentina,2021-06-17,Oxford/AstraZeneca
Argentina,2021-06-17,Sinopharm/Beijing
Argentina,2021-06-17,Sputnik V
Argentina,2021-06-18,Moderna
Argentina,2021-06-18,Oxford/AstraZeneca
Argentina,2021-06-18,Pfizer/BioNTech
Argentina,2021-06-18,Sinopharm/Beijing
Argentina,2021-06-18,Sputnik V
Argentina,2021-06-19,Oxford/AstraZeneca
Argentina,2021-06-19,Sinopharm/Beijing
Argentina,2021-06-19,Sputnik V
Argentina,2021-06-20,Oxford/AstraZeneca
Argentina,2021-06-20,Sinopharm/Beijing
Argentina,2021-06-20,Sputnik V
Argentina,2021-06-21,Oxford/AstraZeneca
Argentina,2021-06-21,Pfizer/BioNTech
Argentina,2021-06-21,Sinopharm/Beijing
Argentina,2021-06-21,Sputnik V
Argentina,2021-06-22,Oxford/AstraZeneca
Argentina,2021-06-22,Pfizer/BioNTech
Argentina,2021-06-22,Sinopharm/Beijing
Argentina,2021-06-22,Sputnik V
Argentina,2021-06-23,Oxford/AstraZeneca
Argentina,2021-06-23,Sinopharm/Beijing
Argentina,2021-06-23,Sputnik V
Argentina,2021-06-24,Oxford/AstraZeneca
Argentina,2021-06-24,Sinopharm/Beijing
Argentina,2021-06-24,Sputnik V
Argentina,2021-06-25,CanSino
Argentina,2021-06-25,Moderna
Argentina,2021-06-25,Oxford/AstraZeneca
Argentina,2021-06-25,Pfizer/BioNTech
Argentina,2021-06-25,Sinopharm/Beijing
Argentina,2021-06-25,Sputnik V
Argentina,2021-06-26,Oxford/AstraZeneca
Argentina,2021-06-26,Sinopharm/Beijing
Argentina,2021-06-26,Sputnik V
Argentina,2021-06-27,Oxford/AstraZeneca
Argentina,2021-06-27,Sinopharm/Beijing
Argentina,2021-06-27,Sputnik V
Argentina,2021-06-28,Oxford/AstraZeneca
Argentina,2021-06-28,Sinopharm/Beijing
Argentina,2021-06-28,Sputnik V
Argentina,2021-06-29,Oxford/AstraZeneca
Argentina,2021-06-29,Sinopharm/Beijing
Argentina,2021-06-29,Sputnik V
Argentina,2021-06-30,Oxford/AstraZeneca
Argentina,2021-06-30,Pfizer/BioNTech
Argentina,2021-06-30,Sinopharm/Beijing
Argentina,2021-06-30,Sputnik V
Argentina,2021-07-01,Oxford/AstraZeneca
Argentina,2021-07-01,Sinopharm/Beijing
Argentina,2021-07-01,Sputnik V
Argentina,2021-07-02,CanSino
Argentina,2021-07-02,Oxford/AstraZeneca
Argentina,2021-07-02,Sinopharm/Beijing
Argentina,2021-07-02,Sputnik V
Argentina,2021-07-03,Oxford/AstraZeneca
Argentina,2021-07-03,Pfizer/BioNTech
Argentina,2021-07-03,Sinopharm/Beijing
Argentina,2021-07-03,Sputnik V
Argentina,2021-07-04,Oxford/AstraZeneca
Argentina,2021-07-04,Pfizer/BioNTech
Argentina,2021-07-04,Sinopharm/Beijing
Argentina,2021-07-04,Sputnik V
Argentina,2021-07-05,Oxford/AstraZeneca
Argentina,2021-07-05,Sinopharm/Beijing
Argentina,2021-07-05,Sputnik V
Argentina,2021-07-06,Oxford/AstraZeneca
Argentina,2021-07-06,Pfizer/BioNTech
Argentina,2021-07-06,Sinopharm/Beijing
Argentina,2021-07-06,Sputnik V
Argentina,2021-07-07,Oxford/AstraZeneca
Argentina,2021-07-07,Sinopharm/Beijing
Argentina,2021-07-07,Sputnik V
Argentina,2021-07-08,Moderna
Argentina,2021-07-08,Oxford/AstraZeneca
Argentina,2021-07-08,Sinopharm/Beijing
Argentina,2021-07-08,Sputnik V
Argentina,2021-07-09,Moderna
Argentina,2021-07-09,Oxford/AstraZeneca
Argentina,2021-07-09,Sinopharm/Beijing
Argentina,2021-07-09,Sputnik V
Argentina,2021-07-10,Moderna
Argentina,2021-07-10,Oxford/AstraZeneca
Argentina,2021-07-10,Sinopharm/Beijing
Argentina,2021-07-10,Sputnik V
Argentina,2021-07-11,Moderna
Argentina,2021-07-11,Oxford/AstraZeneca
Argentina,2021-07-11,Sinopharm/Beijing
Argentina,2021-07-11,Sputnik V
Argentina,2021-07-12,Oxford/AstraZeneca
Argentina,2021-07-12,Sinopharm/Beijing
Argentina,2021-07-12,Sputnik V
Argentina,2021-07-13,Oxford/AstraZeneca
Argentina,2021-07-13,Pfizer/BioNTech
Argentina,2021-07-13,Sinopharm/Beijing
